sentence_grammatical,sentence_ungrammatical,phenomenon,paradigm,pair_ID,LS_diff,source,Good ID,Bad ID,LS_grammatical,LS_ungrammatical,LS_diff
Charles is more impressed than intimidated.,Charles is more than intimidated impressed.,LI-Adger,LI-Adger,711,1.9475633941858972,Sprouse,35.1.bhatt.14cf.g.08,35.1.bhatt.14a.*.08,0.9497611844166666,-0.9978022097692308,1.9475633941858972
I told you when we met that Bill will come to the party.,I told you that Bill when we met will come to the party.,LI-Adger,LI-Adger,712,1.576474025076923,Sprouse,35.1.bhatt.76b.g.01,35.1.bhatt.76b.*.01,0.5918374986153847,-0.9846365264615384,1.576474025076923
I told you when we met that Chris will travel to France in December.,I told you that Chris when we met will travel to France in December.,LI-Adger,LI-Adger,713,1.917955108846154,Sprouse,35.1.bhatt.76b.g.02,35.1.bhatt.76b.*.02,1.065913112846154,-0.852041996,1.917955108846154
I told you when we met that Sarah will attend college in the fall.,I told you that Sarah when we met will attend college in the fall.,LI-Adger,LI-Adger,714,1.774665172153846,Sprouse,35.1.bhatt.76b.g.03,35.1.bhatt.76b.*.03,0.8112075001538461,-0.963457672,1.774665172153846
I told you when we met that Markus will be moving in June.,I told you that Markus when we met will be moving in June.,LI-Adger,LI-Adger,715,1.3491856511258744,Sprouse,35.1.bhatt.76b.g.04,35.1.bhatt.76b.*.04,0.6084674948181819,-0.7407181563076924,1.3491856511258744
I hope with all my heart that Angelina will visit us soon.,I hope that Angelina with all my heart will visit us soon.,LI-Adger,LI-Adger,716,1.2425262406643358,Sprouse,35.1.bhatt.76b.g.05,35.1.bhatt.76b.*.05,1.119166768846154,-0.1233594718181817,1.2425262406643358
I hope with all my heart that Kevin will buy a new car.,I hope that Kevin with all my heart will buy a new car.,LI-Adger,LI-Adger,717,1.3680323153846154,Sprouse,35.1.bhatt.76b.g.06,35.1.bhatt.76b.*.06,1.2346695326923078,-0.1333627826923076,1.3680323153846154
I hope with all my heart that Olivia will  win a scholarship.,I hope that Olivia with all my heart will  win a scholarship.,LI-Adger,LI-Adger,718,0.9824033853076924,Sprouse,35.1.bhatt.76b.g.07,35.1.bhatt.76b.*.07,1.1870676035384615,0.2046642182307692,0.9824033853076924
I hope with all my heart that Sandy will be promoted.,I hope that Sandy with all my heart will be promoted.,LI-Adger,LI-Adger,719,1.4223703318461536,Sprouse,35.1.bhatt.76b.g.08,35.1.bhatt.76b.*.08,0.9879539876153844,-0.4344163442307692,1.4223703318461536
I expect that everyone will visit Mary that you do.,I expect that everyone you do will visit Mary.,LI-Adger,LI-Adger,720,-0.0758827633076922,Sprouse,35.1.bhatt.94b.g.01,35.1.bhatt.94a.*.01,-0.9651962893076924,-0.889313526,-0.0758827633076922
I anticipate that everyone will see John that you do.,I anticipate that everyone you do will see John.,LI-Adger,LI-Adger,721,0.1743847833566436,Sprouse,35.1.bhatt.94b.g.02,35.1.bhatt.94a.*.02,-0.8611512601818181,-1.0355360435384615,0.1743847833566436
We expect that everybody will hug Kimberly that you do.,We expect that everybody you do will hug Kimberly.,LI-Adger,LI-Adger,722,0.2545301865448717,Sprouse,35.1.bhatt.94b.g.03,35.1.bhatt.94a.*.03,-0.8602066805384616,-1.1147368670833333,0.2545301865448717
I expect that everyone will praise Ricky that you do.,I expect that everyone you do will praise Ricky.,LI-Adger,LI-Adger,723,-0.0554141769807693,Sprouse,35.1.bhatt.94b.g.04,35.1.bhatt.94a.*.04,-0.8072593107500001,-0.7518451337692308,-0.0554141769807693
I anticipate that everybody will visit Jack that you do.,I anticipate that everybody you do will visit Jack.,LI-Adger,LI-Adger,724,-0.2113904736923078,Sprouse,35.1.bhatt.94b.g.05,35.1.bhatt.94a.*.05,-1.0888435856923078,-0.877453112,-0.2113904736923078
They anticipate that everybody will contact Fred that you do.,They anticipate that everybody you do will contact Fred.,LI-Adger,LI-Adger,725,-0.2952802575833333,Sprouse,35.1.bhatt.94b.g.06,35.1.bhatt.94a.*.06,-0.85130894175,-0.5560286841666667,-0.2952802575833333
He anticipates that everyone will meet Susie that you do.,He anticipates that everyone you do will meet Susie.,LI-Adger,LI-Adger,726,-0.1969143721730769,Sprouse,35.1.bhatt.94b.g.07,35.1.bhatt.94a.*.07,-1.06437224225,-0.867457870076923,-0.1969143721730769
I anticipate that everybody will watch Melissa that you do.,I anticipate that everybody you do will watch Melissa.,LI-Adger,LI-Adger,727,-0.4361307135384614,Sprouse,35.1.bhatt.94b.g.08,35.1.bhatt.94a.*.08,-0.8972445137692306,-0.4611138002307692,-0.4361307135384614
I ran for Mary.,I ran Mary.,LI-Adger,LI-Adger,728,1.4735794275,Sprouse,35.1.mcginnis.32b.g.01,35.1.mcginnis.32b.*.01,0.4669520229999999,-1.0066274045,1.4735794275
Joe held the bag for Silvia.,Joe held Silvia the bag.,LI-Adger,LI-Adger,729,2.1088434508717944,Sprouse,35.1.mcginnis.32b.g.02,35.1.mcginnis.32b.*.02,1.0565401293333332,-1.0523033215384614,2.1088434508717944
Fred mowed the lawn for Jamie.,Fred mowed Jamie the lawn.,LI-Adger,LI-Adger,730,2.1763115272435893,Sprouse,35.1.mcginnis.32b.g.03,35.1.mcginnis.32b.*.03,1.150886107076923,-1.0254254201666666,2.1763115272435893
Jenny cleaned the table for her sister.,Jenny cleaned her sister the table.,LI-Adger,LI-Adger,731,2.2154647926666664,Sprouse,35.1.mcginnis.32b.g.04,35.1.mcginnis.32b.*.04,1.03509009525,-1.180374697416667,2.2154647926666664
Zoe did a dance for her boyfriend.,Zoe did her boyfriend a dance.,LI-Adger,LI-Adger,732,1.7357358573269228,Sprouse,35.1.mcginnis.32b.g.05,35.1.mcginnis.32b.*.05,0.99307231625,-0.7426635410769229,1.7357358573269228
Dad swept the porch for Mom.,Dad swept Mom the porch.,LI-Adger,LI-Adger,733,1.9982607853076924,Sprouse,35.1.mcginnis.32b.g.06,35.1.mcginnis.32b.*.06,0.9709520757692308,-1.0273087095384617,1.9982607853076924
Sarah washed the dishes for her husband.,Sarah washed her husband the dishes.,LI-Adger,LI-Adger,734,2.25066482074359,Sprouse,35.1.mcginnis.32b.g.07,35.1.mcginnis.32b.*.07,1.1770612640769231,-1.0736035566666666,2.25066482074359
Fran searched the web for Danny.,Fran searched Danny the web.,LI-Adger,LI-Adger,735,2.294927548314103,Sprouse,35.1.mcginnis.32b.g.08,35.1.mcginnis.32b.*.08,1.1039662820833334,-1.1909612662307696,2.294927548314103
The article angered Bill.,The article angered Bill at the government.,LI-Adger,LI-Adger,736,1.4259778646602563,Sprouse,35.1.mcginnis.63a.g.01,35.1.mcginnis.63b.*.01,1.150886107076923,-0.2750917575833334,1.4259778646602563
The book report disappointed Sam.,The book report disappointed Sam in the student.,LI-Adger,LI-Adger,737,1.8282360555,Sprouse,35.1.mcginnis.63a.g.02,35.1.mcginnis.63b.*.02,0.8393403074166667,-0.9888957480833334,1.8282360555
The loud noise bothered Linda.,The loud noise bothered Linda by the party.,LI-Adger,LI-Adger,738,1.7838872703397437,Sprouse,35.1.mcginnis.63a.g.03,35.1.mcginnis.63b.*.03,1.119058052416667,-0.6648292179230769,1.7838872703397437
The news story worried Sally.,The news story worried Sally about the environment.,LI-Adger,LI-Adger,739,0.8225363177692309,Sprouse,35.1.mcginnis.63a.g.04,35.1.mcginnis.63b.*.04,0.9502778649230772,0.1277415471538461,0.8225363177692309
The parking ticket annoyed Ben.,The parking ticket annoyed Ben at the police.,LI-Adger,LI-Adger,740,1.4231430071089743,Sprouse,35.1.mcginnis.63a.g.05,35.1.mcginnis.63b.*.05,0.8460671106923077,-0.5770758964166666,1.4231430071089743
The eerie sound frightened Seth.,The eerie sound frightened Seth at the ghost.,LI-Adger,LI-Adger,741,1.999933040320513,Sprouse,35.1.mcginnis.63a.g.06,35.1.mcginnis.63b.*.06,1.0043867841666667,-0.9955462561538464,1.999933040320513
The verdict surprised Susan.,The verdict surprised Susan by the judge.,LI-Adger,LI-Adger,742,1.8030399944166664,Sprouse,35.1.mcginnis.63a.g.07,35.1.mcginnis.63b.*.07,1.1353234591666663,-0.66771653525,1.8030399944166664
The new play amused Kelly.,The new play amused Kelly by the actor.,LI-Adger,LI-Adger,743,1.7848178023916086,Sprouse,35.1.mcginnis.63a.g.08,35.1.mcginnis.63b.*.08,0.9404608115454546,-0.844356990846154,1.7848178023916086
I find it irritating that usually this street is closed.,I find it irritating for usually this street to be closed.,LI-Adger,LI-Adger,744,1.386308426923077,Sprouse,35.2.hazout.6a.g.01,35.2.hazout.6b.*.01,0.4595355374615385,-0.9267728894615386,1.386308426923077
I find it annoying that usually this bus is late.,I find it annoying for usually this bus to be late.,LI-Adger,LI-Adger,745,0.9979656963846156,Sprouse,35.2.hazout.6a.g.02,35.2.hazout.6b.*.02,0.140508183,-0.8574575133846155,0.9979656963846156
I find it upsetting that usually this theater is sold out.,I find it upsetting for usually this theater to be sold out.,LI-Adger,LI-Adger,746,1.8292476968461535,Sprouse,35.2.hazout.6a.g.03,35.2.hazout.6b.*.03,0.639530709,-1.1897169878461538,1.8292476968461535
I find it gratifying that usually our team is ranked first.,I find it gratifying for usually our team to be ranked first.,LI-Adger,LI-Adger,747,1.4813915480000002,Sprouse,35.2.hazout.6a.g.04,35.2.hazout.6b.*.04,0.8724113488461539,-0.6089801991538463,1.4813915480000002
I find it disturbing that usually those children are hungry.,I find it disturbing for usually those children to be hungry.,LI-Adger,LI-Adger,748,1.2540637763846154,Sprouse,35.2.hazout.6a.g.05,35.2.hazout.6b.*.05,0.3496056612307693,-0.904458115153846,1.2540637763846154
I find it frustrating that usually this store is overpriced.,I find it frustrating for usually this store to be overpriced.,LI-Adger,LI-Adger,749,1.956354151055944,Sprouse,35.2.hazout.6a.g.06,35.2.hazout.6b.*.06,0.8196826973636363,-1.1366714536923077,1.956354151055944
I find it disheartening that usually politicians are liars. ,I find it disheartening for usually politicians to be liars. ,LI-Adger,LI-Adger,750,1.0067576396013984,Sprouse,35.2.hazout.6a.g.07,35.2.hazout.6b.*.07,0.5713019536923076,-0.4354556859090908,1.0067576396013984
I find it shocking that usually students are cheaters.,I find it shocking for usually students to be cheaters.,LI-Adger,LI-Adger,751,1.2872506666923076,Sprouse,35.2.hazout.6a.g.08,35.2.hazout.6b.*.08,0.2973696313076922,-0.9898810353846154,1.2872506666923076
A man taller than my father walked in.,A taller man than my father walked in.,LI-Adger,LI-Adger,752,0.977101973346154,Sprouse,35.2.larson.44a.g.01,35.2.larson.44a.??.01,0.988095767846154,0.0109937944999999,0.977101973346154
A dog bigger than my corgi started snarling.,A bigger dog than my corgi started snarling.,LI-Adger,LI-Adger,753,0.4082739948910256,Sprouse,35.2.larson.44a.g.02,35.2.larson.44a.??.02,0.5294018305833333,0.1211278356923076,0.4082739948910256
A woman prettier than my friend attended the show.,A prettier woman than my friend attended the show.,LI-Adger,LI-Adger,754,0.6682364490448718,Sprouse,35.2.larson.44a.g.03,35.2.larson.44a.??.03,0.5136162904615384,-0.1546201585833333,0.6682364490448718
A prof nicer than my advisor taught the class.,A nicer prof than my advisor taught the class.,LI-Adger,LI-Adger,755,-0.0251283223076923,Sprouse,35.2.larson.44a.g.04,35.2.larson.44a.??.04,0.1198750968461538,0.1450034191538461,-0.0251283223076923
A girl younger than my babysitter watched the children.,A younger girl than my babysitter watched the children.,LI-Adger,LI-Adger,756,0.8731918249230768,Sprouse,35.2.larson.44a.g.05,35.2.larson.44a.??.05,0.7697496808461537,-0.1034421440769231,0.8731918249230768
A surfer cuter than my husband came along the beach.,A cuter surfer than my husband came along the beach.,LI-Adger,LI-Adger,757,0.3428222137692308,Sprouse,35.2.larson.44a.g.06,35.2.larson.44a.??.06,0.0947223728461539,-0.2480998409230769,0.3428222137692308
A model skinnier than my sister won the pageant.,A skinnier model than my sister won the pageant.,LI-Adger,LI-Adger,758,0.5703039356153847,Sprouse,35.2.larson.44a.g.07,35.2.larson.44a.??.07,0.9637521223076924,0.3934481866923077,0.5703039356153847
A lawyer smarter than my brother received the job.,A smarter lawyer than my brother received the job.,LI-Adger,LI-Adger,759,-0.024154725326923,Sprouse,35.2.larson.44a.g.08,35.2.larson.44a.??.08,0.54075485775,0.5649095830769231,-0.024154725326923
Max talked to a man as tall as his father.,Max talked to as tall a man as his father.,LI-Adger,LI-Adger,760,1.0182281929294872,Sprouse,35.2.larson.44c.g.01,35.2.larson.44c.??.01,0.9576646160833334,-0.0605635768461538,1.0182281929294872
Tom argued with a man as stubborn as his brother.,Tom argued with as stubborn a man as his brother.,LI-Adger,LI-Adger,761,1.0011036684615386,Sprouse,35.2.larson.44c.g.02,35.2.larson.44c.??.02,0.7830013720769232,-0.2181022963846153,1.0011036684615386
Robert yelled at a boy as obnoxious as his cousin.,Robert yelled at as obnoxious a boy as his cousin.,LI-Adger,LI-Adger,762,1.2199340437948718,Sprouse,35.2.larson.44c.g.03,35.2.larson.44c.??.03,0.4577085804615384,-0.7622254633333334,1.2199340437948718
Charlie spoke to a woman as joyful as his mother.,Charlie spoke to as joyful a woman as his mother.,LI-Adger,LI-Adger,763,0.6806591779679487,Sprouse,35.2.larson.44c.g.04,35.2.larson.44c.??.04,0.3845460105833334,-0.2961131673846154,0.6806591779679487
James whispered to a man as deaf as his grandfather.,James whispered to as deaf a man as his grandfather.,LI-Adger,LI-Adger,764,1.5713441814871796,Sprouse,35.2.larson.44c.g.05,35.2.larson.44c.??.05,0.4849587051538461,-1.0863854763333334,1.5713441814871796
Anna read to a girl as young as her sister.,Anna read to as young a girl as her sister.,LI-Adger,LI-Adger,765,1.4256855025128203,Sprouse,35.2.larson.44c.g.06,35.2.larson.44c.??.06,0.5152056476666667,-0.9104798548461536,1.4256855025128203
Jessica shouted at a girl as nervous as her daughter.,Jessica shouted at as nervous a girl as her daughter.,LI-Adger,LI-Adger,766,0.734999414025641,Sprouse,35.2.larson.44c.g.07,35.2.larson.44c.??.07,-0.0744913373076922,-0.8094907513333333,0.734999414025641
Tanya danced with a boy as handsome as her father.,Tanya danced with as handsome a boy as her father.,LI-Adger,LI-Adger,767,0.7604233481666667,Sprouse,35.2.larson.44c.g.08,35.2.larson.44c.??.08,0.7632269619166667,0.00280361375,0.7604233481666667
Mary pounded the apple flat.,Mary pounded the apple flattened.,LI-Adger,LI-Adger,768,1.5494796712797203,Sprouse,35.3.embick.13b.g.01,35.3.embick.13b.*.01,0.5283942424615384,-1.021085428818182,1.5494796712797203
John kicked the door open.,John kicked the door opened.,LI-Adger,LI-Adger,769,0.9236943526923076,Sprouse,35.3.embick.13b.g.02,35.3.embick.13b.*.02,1.2630977953846154,0.3394034426923077,0.9236943526923076
Bill drank the glass empty.,Bill drank the glass emptied.,LI-Adger,LI-Adger,770,0.495992667076923,Sprouse,35.3.embick.13b.g.03,35.3.embick.13b.*.03,-0.4095572429999999,-0.905549910076923,0.495992667076923
The heat turned the meat rotten.,The heat turned the meat rotted.,LI-Adger,LI-Adger,771,1.4009948503076923,Sprouse,35.3.embick.13b.g.04,35.3.embick.13b.*.04,0.7475292441538463,-0.6534656061538461,1.4009948503076923
Nathan shook the towel dry.,Nathan shook the towel dried.,LI-Adger,LI-Adger,772,1.7680320174615385,Sprouse,35.3.embick.13b.g.05,35.3.embick.13b.*.05,1.1010384484615383,-0.666993569,1.7680320174615385
Lisa rolled the pancake flat.,Lisa rolled the pancake flattened.,LI-Adger,LI-Adger,773,1.7229602983846153,Sprouse,35.3.embick.13b.g.06,35.3.embick.13b.*.06,1.019137514076923,-0.7038227843076922,1.7229602983846153
Natalie pushed the window open.,Natalie pushed the window opened.,LI-Adger,LI-Adger,774,0.2481079969230769,Sprouse,35.3.embick.13b.g.07,35.3.embick.13b.*.07,0.973020285,0.7249122880769231,0.2481079969230769
Jason shook the shirt dry.,Jason shook the shirt dried.,LI-Adger,LI-Adger,775,1.7569949395944056,Sprouse,35.3.embick.13b.g.08,35.3.embick.13b.*.08,0.9645520053636364,-0.7924429342307693,1.7569949395944056
It seems a man is in the room.,It seems a man to be in the room.,LI-Adger,LI-Adger,776,1.6456042059679483,Sprouse,35.3.hazout.60b.g.01,35.3.hazout.63.*.01,0.4667455403846153,-1.1788586655833333,1.6456042059679483
It seems a woman is in the yard.,It seems a woman to be in the yard.,LI-Adger,LI-Adger,777,1.6921833727692306,Sprouse,35.3.hazout.60b.g.02,35.3.hazout.63.*.02,0.8745901192307693,-0.8175932535384614,1.6921833727692306
It seems a horse is in the road.,It seems a horse to be in the road.,LI-Adger,LI-Adger,778,1.293823433923077,Sprouse,35.3.hazout.60b.g.03,35.3.hazout.63.*.03,0.3317025248461538,-0.9621209090769232,1.293823433923077
It seems a baby is in the car.,It seems a baby to be in the car.,LI-Adger,LI-Adger,779,1.7579138552307696,Sprouse,35.3.hazout.60b.g.04,35.3.hazout.63.*.04,0.7712081661538461,-0.9867056890769234,1.7579138552307696
It seems a dog is on the roof.,It seems a dog to be on the roof.,LI-Adger,LI-Adger,780,1.7632406752243592,Sprouse,35.3.hazout.60b.g.05,35.3.hazout.63.*.05,0.7816883593076924,-0.9815523159166668,1.7632406752243592
It seems a cat is in the tree.,It seems a cat to be in the tree.,LI-Adger,LI-Adger,781,1.7036063129423078,Sprouse,35.3.hazout.60b.g.06,35.3.hazout.63.*.06,0.5886454472500001,-1.1149608656923078,1.7036063129423078
It seems a cow is in the field.,It seems a cow to be in the field.,LI-Adger,LI-Adger,782,2.163476038794872,Sprouse,35.3.hazout.60b.g.07,35.3.hazout.63.*.07,0.8690338744615385,-1.2944421643333337,2.163476038794872
