sentence_grammatical,sentence_ungrammatical,source,paradigm,phenomenon,LS_grammatical,LS_ungrammatical,LS_diff,pair_ID
There seems to have been discovered a fake among the batch.,There seem to have been discovered a fake among the batch.,li,35.3.Hazout.73b-73b,LI_2015,-0.2107416956696998,-0.2634204339996982,0.0526787383299984,987
There seems to have been chosen a very qualified candidate.,There seem to have been chosen a very qualified candidate.,li,35.3.Hazout.73b-73b,LI_2015,-0.3335860347654472,-0.3831156991723394,0.0495296644068922,988
There seems to have been discovered an error in judgment.,There seem to have been discovered an error in judgment.,li,35.3.Hazout.73b-73b,LI_2015,-0.2201732844656011,-0.2972507666968901,0.077077482231289,989
There seems to have been elected a suitable president.,There seem to have been elected a suitable president.,li,35.3.Hazout.73b-73b,LI_2015,-0.158036699275167,-0.1878698776458899,0.0298331783707229,990
There seems to have been chosen a leader from the group.,There seem to have been chosen a leader from the group.,li,35.3.Hazout.73b-73b,LI_2015,-0.0669681795476607,-0.2264202187254492,0.1594520391777885,991
There seems to have been discovered a diamond in the rough.,There seem to have been discovered a diamond in the rough.,li,35.3.Hazout.73b-73b,LI_2015,-0.0705918422650971,-0.1631923062233986,0.0926004639583015,992
John fed the baby.,John fed the carrots,li,35.3.Embick.72a-72b,LI_2015,1.11557720214567,-0.2863125122538317,1.4018897143995015,993
Mary sold the bike.,Mary sold the customer.,li,35.3.Embick.72a-72b,LI_2015,1.164204409829973,-0.2965119507033366,1.4607163605333098,994
Jennifer gave the speech.,Jennifer gave the books.,li,35.3.Embick.72a-72b,LI_2015,1.048067048270643,0.0551176794982841,0.9929493687723588,995
Stephanie feeds the dogs.,Stephanie feeds the treats.,li,35.3.Embick.72a-72b,LI_2015,1.0244332754711365,-0.4735526479132722,1.4979859233844086,996
Jenny sells the newspaper.,Jenny sells the man.,li,35.3.Embick.72a-72b,LI_2015,1.065484330885328,-0.2499590298737933,1.3154433607591214,997
Stephen fed the guests.,Stephen fed the food.,li,35.3.Embick.72a-72b,LI_2015,1.008781152472899,-1.0082632735996206,2.01704442607252,998
Emily threw the balls.,Emily threw the audience.,li,35.3.Embick.72a-72b,LI_2015,1.063393078852919,-0.4426409935850579,1.5060340724379766,999
"John's book is new, but Mary's is old.","John's book is new, but the is old.",li,32.1.Martin.48a-48b,LI_2015,0.9203830923966764,-1.2502122555165598,2.1705953479132365,1000
"Susan's brother is still playing video games, but Fred's has finished his homework.","Susan's brother is still playing video games, but the has finished his homework.",li,32.1.Martin.48a-48b,LI_2015,0.2008528109868835,-0.8225603974588171,1.0234132084457006,1001
"Sam's wallet was stolen, but Sally's was found on the floor.","Sam's wallet was stolen, but the was found on the floor.",li,32.1.Martin.48a-48b,LI_2015,0.8265586743641572,-0.8193705515870492,1.6459292259512064,1002
"Mary's bag is heavy, but Susan's is classy.","Mary's bag is heavy, but the is classy.",li,32.1.Martin.48a-48b,LI_2015,0.6486028414099996,-1.205671038853303,1.8542738802633023,1003
"John's teacher is very old, but Bill's is beautiful.","John's teacher is very old, but the is beautiful.",li,32.1.Martin.48a-48b,LI_2015,0.4280261826449379,-0.9198096933184042,1.3478358759633422,1004
"Fred's daughter receives financial aid, but Sam's pays most of her own tuition.","Fred's daughter receives financial aid, but the pays most of her own tuition.",li,32.1.Martin.48a-48b,LI_2015,0.6763899550096716,-0.812563159273418,1.4889531142830896,1005
"Sally's sister is tall, but Susan's is heavy.","Sally's sister is tall, but the is heavy.",li,32.1.Martin.48a-48b,LI_2015,0.4543604847794408,-1.079053092152696,1.5334135769321369,1006
"Tom's father is strict, but Fred's is kind.","Tom's father is strict, but the is kind.",li,32.1.Martin.48a-48b,LI_2015,0.8995338401592795,-0.9590402304921104,1.8585740706513896,1007
There was elected an unpopular candidate.,There were elected an unpopular candidate.,li,35.2.Hazout.1a-1a,LI_2015,-0.3054284197660571,-0.7692124422647638,0.4637840224987067,1008
There was discovered a flaw in the reasoning.,There were discovered a flaw in the reasoning.,li,35.2.Hazout.1a-1a,LI_2015,-0.3798924368318547,-0.7399385842322505,0.3600461474003957,1009
There was discovered a bug on the desk.,There were discovered a bug on the desk.,li,35.2.Hazout.1a-1a,LI_2015,-0.4523505800775008,-0.8455410943200958,0.393190514242595,1010
There was chosen a person in each group to be the group leader.,There were chosen a person in each group to be the group leader.,li,35.2.Hazout.1a-1a,LI_2015,-0.1809463376598952,-0.7175046377777871,0.5365583001178917,1011
There was elected a president of the math club.,There were elected a president of the math club.,li,35.2.Hazout.1a-1a,LI_2015,-0.37542429352083,-0.8250658616501596,0.4496415681293296,1012
There was discovered a pen on the floor.,There were discovered a pen on the floor.,li,35.2.Hazout.1a-1a,LI_2015,-0.3821891935227519,-1.003193733148931,0.6210045396261787,1013
There was elected a young candidate from Boston.,There were elected a young candidate from Boston.,li,35.2.Hazout.1a-1a,LI_2015,-0.102209170133994,-0.7783751702116135,0.6761660000776194,1014
There was chosen a man to play the game.,There were chosen a man to play the game.,li,35.2.Hazout.1a-1a,LI_2015,-0.4683633822996163,-1.028285830310142,0.5599224480105258,1015
There was discovered a young child in the pub.,There were discovered a young child in the pub.,li,35.2.Hazout.1a-1a,LI_2015,-0.3800946272891121,-0.9250444842439368,0.5449498569548246,1016
There was chosen a couple on the street.,There were chosen a couple on the street.,li,35.2.Hazout.1a-1a,LI_2015,-0.4110350669567549,-0.7389454746627492,0.3279104077059942,1017
There was elected a vice president during the meeting.,There were elected a vice president during the meeting.,li,35.2.Hazout.1a-1a,LI_2015,-0.4186432207378416,-0.9569656349790366,0.538322414241195,1018
There was discovered a toy in the swimming pool.,There were discovered a toy in the swimming pool.,li,35.2.Hazout.1a-1a,LI_2015,-0.3691433897085758,-0.8663316478407873,0.4971882581322114,1019
On the roof are three large Persian cats.,On the roof is three large Persian cats.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.7637069804105128,-0.2262721441074618,0.9899791245179748,1020
Behind the bookcase are several boxes.,Behind the bookcase is several boxes.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.8778968780178019,0.2481599982410537,0.6297368797767482,1021
On the road are many traffic signs.,On the road is many traffic signs.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.5420131507831127,-0.6207531412372731,1.1627662920203858,1022
In the sky are many planes.,In the sky is many planes.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.6605583434161101,-0.5999988989357186,1.2605572423518288,1023
On the other side are the animals.,On the other side is the animals.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.6918889899570602,0.0023377890221313,0.6895512009349288,1024
On the mountain are many goats.,On the mountain is many goats.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.6342940158913638,-0.3298744298997486,0.9641684457911124,1025
In the ocean are many fish.,In the ocean is many fish.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.4344246670488478,-0.4938273972918451,0.9282520643406932,1026
Under the sea are many reefs.,Under the sea is many reefs.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.5753658630252008,-0.2719436666035278,0.8473095296287285,1027
Around the bend are the lakes.,Around the bend is the lakes.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.2752341286948543,-0.1656060806113722,0.4408402093062266,1028
Around the corner are the zebras.,Around the corner is the zebras.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.6467879239896289,0.0563605723782901,0.5904273516113387,1029
In the cave are many bats.,In the cave is many bats.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.412791692685756,-0.4242927254645282,0.8370844181502841,1030
On my arm are many freckles.,On my arm is many freckles.,li,38.2.Hornstein.fn2.iii-iii,LI_2015,0.4585720272242612,-0.0831621633798329,0.5417341906040942,1031
I offered my cooperation.,I have my cooperation.,li,41.4.Bruening.61b-62b.StarredVariantIn61,LI_2015,1.0411088813888358,-0.4591956350634446,1.5003045164522804,1032
I mentioned my attention.,I have my attention.,li,41.4.Bruening.61b-62b.StarredVariantIn61,LI_2015,0.0683988849746374,-0.2234089747954835,0.291807859770121,1033
I offered my full attention.,I have my full attention.,li,41.4.Bruening.61b-62b.StarredVariantIn61,LI_2015,1.0408061367023906,-0.2499695635301166,1.290775700232507,1034
I mentioned my cooperation.,I have my cooperation.,li,41.4.Bruening.61b-62b.StarredVariantIn61,LI_2015,0.7857422828649051,-0.4449112030880327,1.230653485952938,1035
You offered your cooperation.,You have your cooperation.,li,41.4.Bruening.61b-62b.StarredVariantIn61,LI_2015,1.0069764434499993,-0.3242440660352999,1.3312205094852991,1036
We gave our help.,We have our help.,li,41.4.Bruening.61b-62b.StarredVariantIn61,LI_2015,0.8959546790184743,0.2914245319067448,0.6045301471117295,1037
There seems to have been elected an uncaring mayor.,There seem to have been elected an uncaring mayor.,li,35.2.Hazout.1b-1b,LI_2015,-0.2289012009069254,-0.3196975582953005,0.0907963573883751,1038
There seems to have been chosen a well thought-out design.,There seem to have been chosen a well thought-out design.,li,35.2.Hazout.1b-1b,LI_2015,-0.1481251154172236,-0.2236070478839731,0.0754819324667495,1039
There seems to have been discovered a gap in the defenses.,There seem to have been discovered a gap in the defenses.,li,35.2.Hazout.1b-1b,LI_2015,-0.1524446638952453,-0.3165979856945522,0.1641533217993069,1040
There seems to have been elected a benevolent overlord.,There seem to have been elected a benevolent overlord.,li,35.2.Hazout.1b-1b,LI_2015,-0.0448850169202897,-0.3194183039542703,0.2745332870339805,1041
There seems to have been chosen a clear winner.,There seem to have been chosen a clear winner.,li,35.2.Hazout.1b-1b,LI_2015,-0.0356672871663905,-0.31304049866659,0.2773732115001994,1042
There seems to have been discovered an ancient relic.,There seem to have been discovered an ancient relic.,li,35.2.Hazout.1b-1b,LI_2015,-0.3657458917721577,-0.3985767964741809,0.0328309047020232,1043
There seems to have been elected an idiotic buffoon.,There seem to have been elected an idiotic buffoon.,li,35.2.Hazout.1b-1b,LI_2015,-0.2138168162491411,-0.3332891517005259,0.1194723354513848,1044
There seems to have been chosen a runt from the litter.,There seem to have been chosen a runt from the litter.,li,35.2.Hazout.1b-1b,LI_2015,-0.3713083379189035,-0.4024584191438257,0.0311500812249222,1045
There seems to have been discovered a pass through the mountains.,There seem to have been discovered a pass through the mountains.,li,35.2.Hazout.1b-1b,LI_2015,-0.1391813002506619,-0.3198618491607582,0.1806805489100963,1046
There seems to have been discovered a stowaway on board.,There seem to have been discovered a stowaway on board.,li,35.2.Hazout.1b-1b,LI_2015,-0.2883064817558468,-0.2972688559443996,0.0089623741885527,1047
