title,sent,category,published_date_gmt,download_date
Biden targeted in GOP resolution condemning 'garbage' remark about Trump supporters,"The comments at that rally don't reflect who we are as a nation,"" the post said",Politics,2024-10-31 14:10:22,1031
Prime Jet Pilot Don Johnson Honored with FAA's Wright Brothers Master Pilot Award,"He later served as Director of Operations and Chief Pilot for Harpo, Inc., overseeing Oprah Winfrey's flight department for over 12 years",Tourism,2024-10-31 12:33:00,1031
The 14 Most Festive Holiday Hotels in the U.S.,"During Christmas week there are even more special events, like decorating cookies for Santa and making reindeer food",Tourism,2024-10-31 13:00:00,1031
"What is Diwali, the Festival of Lights? How is it celebrated in India and the diaspora?",All these stories have one underlying theme   the victory of good over evil,Entertainment,2024-10-31 13:30:00,1031
"Global European Marketplace to Bring 50,000 Visitors in London, Connecting 800+ Industry Professionals for Fresh Insights","A trendy Indian restaurant inspired by the old Irani caf s of Bombay, serving a fusion of traditional and contemporary Indian dishes",Tourism,2024-10-29 08:20:00,1029
The Truth About Cinnamon's Health Benefits And Risks,"Rising above nutmeg, cloves and ginger in a pumpkin spice blend, it promises more than just great flavor and an irresistible aroma",Health,2024-10-27 07:00:27,1027
"From fish to clean water, the ocean matters—how to quantify the benefits","For many people, it feels wrong to take a human-centered view on nature",Science,2024-10-29 06:40:01,1029
"American Airlines Launches New Winter Intercontinental Flight Network, Adjusting Routes and Aircraft for Key International Destinations","The Miami-Rio de Janeiro route will operate three times weekly instead of daily, except for peak holiday dates",Tourism,2024-10-29 07:35:43,1029
Legally Blonde’s Luke Wilson Makes Cameo During Today’s Halloween Show,The duo exchanged a friendly hug and high five after sporting their show-stopping look for the audience in the Today plaza,Entertainment,2024-10-31 14:26:00,1031
Best Means to Secure a New Car Loan,This may usually scale back the period of the mortgage tenure,Business,2024-10-27 07:44:29,1027
Trump preps for massive campaign rally Sunday at New York City's Madison Square Garden,"So running for president, we're putting a big hit in New York   we could win New York,"" Trump said",Politics,2024-10-27 08:00:42,1027
Dwyane Wade’s Reaction to His Statue Fallout on the Social Media,"Instead, he believes the statue symbolize a defining moment in his career and the franchise s history",Sports,2024-10-29 08:46:25,1029
The Peterson Group Faces Month-Long Suspension for False Information,It was additionally an overlook in our half,Health,2024-10-27 07:30:57,1027
"Starbucks' Chinese Rival Luckin Coffee Plans US Comeback With $2 Drinks After Fraud Scandal That Led To Its Nasdaq Delisting: Report - Starbucks (NASDAQ:SBUX), Luckin Coffee (OTC:LKNCY)","Starbucks  former CEO, Howard Schultz, reportedly urged the coffee chain to acknowledge its faults and revamp operations following a significant sales decline",Top,2024-10-29 08:49:40,1029
The Peterson Group Faces Month-Long Suspension for False Information,It quickly escalated to the well being ministry,Health,2024-10-27 07:30:57,1027
FPL Tips: Three Forwards to Transfer in for Gameweek 10 Including Chelsea Man,"The absence of Kevin De Bruyne, Jack Grealish, and Rodri Hernandez might be a blow to Haaland, who depends on his teammates for support",Sports,2024-10-31 14:27:50,1031
"McDonald's beef patties test negative for E. coli in Colorado, Department of Agriculture says",An investigation by the Centers for Disease Control and Prevention into the outbreak is ongoing,Health,2024-10-28 00:59:00,1028
"What is Diwali, the Festival of Lights? How is it celebrated in India and the diaspora?","Over five days, people take part in festive gatherings, fireworks displays, feasts and prayer",Entertainment,2024-10-31 13:30:00,1031
The growing scourge of plastic pollution: in numbers,The second is a decline in sectors affected by inflation and the global economic downturn such as the automotive and construction industries,Science,2024-10-29 07:46:34,1029
Barack Obama lays bare true feeling on Malia name change,This may include adverts from us and 3rd parties based on our understanding,Politics,2024-10-31 14:14:00,1031
India’s Hospitality Market Gets A Boost As Hyatt Aims For 100 Hotels,"With over 10,000 rooms in its portfolio, Hyatt has already achieved a significant milestone in the region",Tourism,2024-10-27 06:49:41,1027
China says it's ready to launch the next crew to its orbiting space station early Wednesday,Song was an air force pilot and Wang an engineer with the China Aerospace Science and Technology Corporation who will be the crew's payload specialist,Science,2024-10-29 07:45:24,1029
McDonald's Quarter Pounder Is Back on the Menu,"Colorado had the most illnesses reported as of Friday, with 26 cases",Science,2024-10-28 01:00:00,1028
Jimmy Kimmel Reminds Trump Supporters to Vote Next Thursday (Didn't a Guy Go to Jail for This?),Kimmel's show reaches about 1.5 million people per night,Politics,2024-10-31 14:09:09,1031
Burns’ header pushes Durango past George Washington 1-0,The ball was hit high and hung in the air a while as it approached the George Washington keeper,Sports,2024-10-31 14:28:46,1031
UFC 308: Ilia Topuria retains featherweight title as Max Holloway suffers career-first knockout defeat,Volkanovski was in attendance and Topuria said he would honour him with a rematch,Sports,2024-10-27 07:51:00,1027
Saudi Arabia Leverages Wellness Tourism for Economic Growth,"Economic Impact  Wellness tourism is integral to Vision 2030, aiming to increase the non-oil GDP and stabilize the Kingdom economically amidst global shifts",Tourism,2024-10-27 06:51:51,1027
Casler: Why drinking more water really is that good for you,"Drinking adequate amounts of water improves skin, brain function, digestion and sleep",Entertainment,2024-10-29 08:30:00,1029
Aloft Hotels Hosts Free ‘No Watch Puppy Parties’ Nationwide: De-Stress with Puppies this Election Night,"Aloft Hotels, known for its trendy, pet-friendly atmosphere, is stepping up to provide a comforting, furry distraction",Tourism,2024-10-31 14:19:56,1031
Lindsay Unified superintendent retiring after 23 years,Rooney has worked as a principal and superintendent,Education,2024-10-31 13:46:31,1031
Agatha All Along Finale Recap: Like Mother(s) Like Son(s),"I m not sure what I was expecting from this show   no, actually, that s a lie",Entertainment,2024-10-31 14:23:57,1031
AI method captures ecotourism photos to monitor remote animal species,"By placing imagery in context, the researchers were able to track movements of colonies over time",Science,2024-10-31 13:42:47,1031
Explore The Pinnacle Of Luxury at Hotel Boulevard And The Heritage Hotel in Downtown Dubai,"The hotel embodies a fusion of varied cultures, fostering a space of inspiration and connectivity",Tourism,2024-10-27 06:50:13,1027
How the Brahmaputra Connects Guwahati to Assam’s Rich History and Vibrant Future,"Historically, the lush expanse of the Brahmaputra Valley was untouched by outside forces until the decline of the Ahoms in the nineteenth century",Tourism,2024-10-27 23:31:00,1028
Are you suffering from sensitive teeth?,It s the strongest layer on the tooth,Health,2024-10-27 06:26:32,1027
Benefits of Olive oil,Olive oil is the cornerstone of the Mediterranean weight loss plan   a vital dietary mainstay for the world s longest-living cultures,Health,2024-10-27 06:58:25,1027
New doubt over production cuts in plastic pollution treaty,"WWF also warned the text needs a ""significant improvement in level of ambition"", including binding measures on hazardous chemicals and product design",Science,2024-10-31 13:41:49,1031
"ALOFT HOTELS HOSTS ""NO WATCH PUPPY PARTIES"" TO EASE ELECTION SCARIES","Mediation to Escape Election Noise  Aloft Hotels is hosting ""No Watch Pawties"" at five locations in major cities nationwide on election night",Tourism,2024-10-31 13:00:00,1031
Prime Jet Pilot Don Johnson Honored with FAA's Wright Brothers Master Pilot Award,We believe in Trusted Partnerships and delivering customized solutions for every journey,Tourism,2024-10-31 12:33:00,1031
CAS Space of China aims to go international,HELSINKI   Commercial launch provider CAS Space is looking to enter international markets to secure its long-term growth,Technology,2024-10-31 14:06:30,1031
"ALOFT HOTELS HOSTS ""NO WATCH PUPPY PARTIES"" TO EASE ELECTION SCARIES","From gaming to cocktails and pet-friendly amenities, the brand offers flexibility with modern, welcoming spaces that encourage social interaction",Tourism,2024-10-31 13:00:00,1031
Thessaloniki Emerges As A Mediterranean Favorite For Israeli Travelers With Rich History Jewish Heritage And Vibrant Seafront Experiences Await,"The church s underground area, now a museum, houses artifacts and exhibits detailing its use over the centuries as a bathhouse, prison, and storage facility",Tourism,2024-10-27 07:37:48,1027
Molly Qerim called ‘magical’ for sparkling First Take outfit as host stuns alongside Stephen A. Smith and team,"However, she triumphantly returned and showed off her trademark style",Sports,2024-10-31 14:27:50,1031
"Global European Marketplace to Bring 50,000 Visitors in London, Connecting 800+ Industry Professionals for Fresh Insights","Kew is a perfect destination for nature lovers, offering a peaceful escape from the city",Tourism,2024-10-29 08:20:00,1029
